"PlanetIdentifier","TypeFlag","PlanetaryMassJpt","RadiusJpt","PeriodDays","SemiMajorAxisAU","Eccentricity","PeriastronDeg","LongitudeDeg","AscendingNodeDeg","InclinationDeg","SurfaceTempK","AgeGyr","DiscoveryMethod","DiscoveryYear","LastUpdated","RightAscension","Declination","DistFromSunParsec","HostStarMassSlrMass","HostStarRadiusSlrRad","HostStarMetallicity","HostStarTempK","HostStarAgeGyr","ListsPlanetIsOn","Probability_of_life"
"CoRoT-5 b",0,0.467,1.388,4.0378962,0.04947,0.09,142.285458200526,301.376177463487,-64.2781182223719,85.83,1316.3,0.358687571922777,"transit",2008,"9/7/2018","06 45 07","+00 48 55",400,1,1.186,-0.25,6100,6.53052947320162,"Confirmed planets",0
"CoRoT-6 b",0,2.96,1.166,8.886593,0.0855,0.292574770426912,229.329119299694,203.275229795679,149.386527709098,89.07,929.2,3.44078120667467,"transit",2009,"10/1/2011","18 44 18","+06 39 48",-964.753817369747,1.05,1.025,-0.2,6090,-4.41821485054152,"Confirmed planets",0
"CoRoT-7 b",0,0.0151,0.15,0.853585,0.0172,0,275.076914243395,294.496736295138,113.318279592745,80.1,1666.1,1.89711050388076,"transit",2009,"10/10/2015","06 43 49","-01 03 47",150,0.93,0.87,0.03,5313,12.3838818077925,"Confirmed planets",0
"CoRoT-7 c",0,0.0264,1.02704267235692,3.698,0.046,0,-9.08097412731047,396.562593002669,-74.1605975633519,102.921788505841,1018.8,1.21495358227981,"RV",2009,"10/10/2015","06 43 49","-01 03 47",150,0.93,0.87,0.03,5313,11.9813752486284,"Confirmed planets",0
"CoRoT-8 b",0,0.22,0.57,6.21229,0.063,0,95.2058676810219,178.619653226639,117.464541954874,88.4,783.1,0.853205692686353,"transit",2010,"10/6/2014","19 26 21","+01 25 36",380,0.88,0.77,0.3,5080,12.8273746495128,"Confirmed planets",0
"CoRoT-9 b",0,0.84,1.05,95.2738,0.407,0.11,-34.4095804400345,187.22989221346,26.4456651333191,89.9,376.6,1.94836568861037,"transit",2010,"10/3/2017","18 43 09","+06 12 15",460,0.99,0.94,-0.01,5625,0.573826730611023,"Confirmed planets",0
"CT Cha B",0,28.7464088123085,2.4,2697.14804135404,52.2849852341075,0.600772075677459,388.211165969842,224.458368673281,52.899789258558,77.0420912326489,2500,0.0765008230388038,"imaging",2008,"15/06/08","11 04 09","-76 27 19",165,1.3727665994645,6.52780461897455,-0.020485677910357,5150,7.92680922502219,"Confirmed planets",1
"CVSO 30 b",0,6.2,1.91,0.448413,0.00838,-0.108640033185262,52.3992806940316,258.522678372566,139.367997228853,61.8,1761.66256829192,1.39202273226768,"transit",2012,"16/06/12","05 25 08","+01 34 24",330,0.39,1.39,0.140431646374328,3740,0.00265,"Confirmed planets",0
"CVSO 30 c",0,4.7,1.63,53538.0981553804,662,5.54381063316983,-390.469382992293,-1079.96679801355,825.731934321164,-28.5210542458641,1600,1.56276182403457,"imaging",2016,"16/06/12","05 25 08","+01 34 24",330,0.39,1.39,-0.127945507777216,3740,0.00265,"Confirmed planets",0
"DH Tau B",0,12,0.906967289358487,10762.8932196589,10.4546611808536,0.117944053493216,352.103985500451,344.160461616339,226.443044004009,62.5986745788557,2750,2.83185685112903,"imaging",2005,"11/3/2008","04 29 42","+26 32 58",140.01,0.4,1.23737396207873,0.0358884632690639,3840,3.93371055497246,"Confirmed planets",0
"DP Leo b",1,6.05,1.02972190147438,10230,8.19,0.39,90.9126452188475,337.843752060026,-87.6121614862382,90.5975204384424,1483.79430722056,2.57146877835092,"timing",2009,"10/11/2018","11 17 16","+17 57 41",400,1.30956974405365,2.02112468612773,0.00487999918717523,6727.06807923731,12.5243268395311,"Confirmed planets, Planets in binary systems, P-type",0
"Earth",0,0.003145701,0.091130294,365.2422,1.00000018,0.01673163,102.9300589,100.4669157,-5.11260389,-0.00054346,687.716144790829,1.77610412243562,"",2014.02318464085,"12/1/2001","","",2254.26230777174,1,1,1e-08,5778,4.57,"Solar System",1
"EPIC 201208431 b",2,-5.39413658462389,0.218,10.00329,0.0777,0.0839901207340692,243.99077507173,169.330277520439,242.668381959149,106.107880946633,563,4.11858139415174,"transit",2015,"15/07/07","11 38 58.953","-03 54 20.11",218,0.63,0.6,-0.12,4197,2.23440252515765,"Confirmed planets, Planets in binary systems, S-type",0
"EPIC 201295312 b",0,7.20986514324112,0.2453,5.65639,2.46473732089053,0.12,238.729014395183,108.580025232364,259.829377532594,85.3847938098382,620.785489688427,2.23725151906988,"transit",2015,"16/03/07","11 36 02.791","-02 31 15.17",331,1.13,1.52,0.13,5830,0.494522605366747,"Confirmed planets",0
"EPIC 201338508 b",0,-0.992386597540017,0.17,5.73594,0.0532,-0.247612398789495,-62.0644454203354,166.623382247595,62.0897207770395,87.35,486.52821732156,1.91341590427985,"transit",2015,"15/12/06","11 17 12.84","-01 52 40.71",181,0.61,0.57,-0.33,3930,10.3423889991644,"Confirmed planets",0
"EPIC 201338508 c",0,0.553809247967369,0.202,10.93241,0.0818,0.0169863403374798,263.372412531734,334.24340860727,113.174445010527,86.95,1312.06470519627,-0.132178475011903,"transit",2015,"15/12/06","11 17 12.84","-01 52 40.71",181,0.61,0.57,-0.33,3930,5.89595801703897,"Confirmed planets",0
"EPIC 201367065 b",0,0.0264,0.194,10.05449,0.0769,0.374503686256358,180,92.5946181371863,180,88.8,-15.994705717218,1.24908246401363,"transit",2015,"15/12/06","11 29 20.388","-01 27 17.23",45,0.6,0.56,-0.32,3896,1.33938165728366,"Confirmed planets",0
"EPIC 201367065 c",0,-14.9435006358609,0.165,24.64354,0.1399,0.0352118123068067,89,112.431675170448,180,89.12,8.1479225198625,1.29100135023865,"transit",2015,"15/12/06","11 29 20.388","-01 27 17.23",45,0.6,0.56,-0.32,3896,-2.20500481072634,"Confirmed planets",0
"EPIC 201367065 d",0,11.4549121398152,0.135,44.55983,0.2076,0.00926447484388127,351,62.2761386826032,180,89.38,820.296869539054,1.76084097914268,"transit",2015,"15/12/06","11 29 20.388","-01 27 17.23",45,0.6,0.56,-0.32,3896,13.1423002589675,"Confirmed planets",0
"EPIC 201384232 b",2,9.59092602569559,0.23,30.94191,0.1898,0.225910493795928,8.24208619889703,210.107466130907,86.7828030985613,26.5827782353167,615,3.09303095175717,"transit",2015,"15/07/07","11 52 46.142","-01 11 54.52",343,0.97,0.96,-0.14,5850,8.83248192630666,"Confirmed planets, Planets in binary systems, S-type",0
"EPIC 201393098 b",0,17.3022844623874,0.246,28.67992,0.1814,0.140104961810517,119.677390931992,194.724458809484,57.5386897117054,83.4928333380115,651,-0.166302586965304,"transit",2015,"15/07/07","11 08 22.505","-01 03 56.72",433,0.97,0.96,-0.07,5772,13.31846916893,"Confirmed planets",0
"EPIC 201403446 b",2,-7.5221776976849,0.188,19.15344,0.1408,-0.141118148299478,152.547028672898,244.876968343147,51.3264371569728,80.1991245200789,889,2.58489365666533,"transit",2015,"15/07/07","11 37 03.923","-00 54 26.14",362,1.01,1.12,-0.5,6445,1.57536795407839,"Controversial, Planets in binary systems, S-type",0
"EPIC 201445392 b",0,-18.7267018161354,0.319,10.35239,0.0856,0.183451928899855,262.327214325817,130.737458100222,167.226960704679,86.42,309.711455918347,0.859628086085709,"transit",2015,"15/12/06","11 19 10.48","-00 17 03.75",405,0.78,0.74,-0.02,4870,3.47582294829916,"Confirmed planets",0
"EPIC 201445392 c",0,-11.5788313747789,0.215,5.06416,0.0532,-0.0858923017240414,249.329909133613,178.664274341781,202.148827688929,86.7,1320.83899498651,1.26363230912985,"transit",2015,"15/07/07","11 19 10.48","-00 17 03.75",405,0.78,0.74,-0.02,4870,1.96836406563978,"Confirmed planets",0
"EPIC 201465501 b",0,12.5229560219562,0.2007,18.4498,0.091,0.386820007369103,113.005420189862,203.739291143566,89.1438105259317,87.983,406.573672384579,0.673658227110391,"transit",2015,"16/01/21","11 45 03.472","+00 00 19.08",110,0.3,0.31,-0.25,3390,7.16130555477318,"Confirmed planets",1
"EPIC 201505350 b",0,0.138,0.691,7.9194,0.074,0.119,179,268.853695194653,180,89.47,954.725874840846,0.986654366596088,"transit",2015,"15/12/06","11 39 50.477","+00 36 12.87",291,0.93,0.86,0.1,5430,-2.42799566973718,"Confirmed planets",0
"EPIC 201505350 c",0,0.05,0.434,11.90715,0.0971,0.095,237,168.470265122656,173.1,87.99,1020.16456349553,2.64397784274469,"transit",2015,"15/12/06","11 39 50.477","+00 36 12.87",291,0.93,0.86,0.1,5430,7.28722187561668,"Confirmed planets",0
"EPIC 201505350 d",0,24.6579511705762,0.102,2.50856,0.0344,0.232670079394334,205.824721920778,239.074400187729,253.244802448355,85.83,1177.81509372221,2.38401577120034,"transit",2015,"15/12/06","11 39 50.477","+00 36 12.87",291,0.93,0.86,0.1,5430,2.61015486731317,"Confirmed planets",0
"EPIC 201546283 b",0,0.09156,0.397,6.77145,19.2947283232985,0.16,-173.82144237744,157.122594756247,91.5359784534268,89.6717484512697,269.255124737069,2.14560896062713,"transit",2015,"16/03/07","11 26 03.639","+01 13 50.66",251,0.89,0.85,0.14,5320,5.95665734915728,"Confirmed planets",0
"EPIC 201549860 b",2,10.1950224317856,0.203,5.6084,0.0555,0.0390746027427968,79.7902071926379,269.672179070344,235.411222811117,93.9952761931126,766,2.59555100111019,"transit",2015,"15/07/07","11 20 24.739","+01 17 09.44",249,0.73,0.69,0.05,4523,0.181205574376759,"Controversial, Planets in binary systems, S-type",0
"EPIC 201565013 b",0,-5.98166448788824,1.472,8.6381,0.0669,0.103294600174439,-2.44129324944862,190.737580648763,-126.17029010719,86.8623076545959,536,0.829360362554434,"transit",2015,"15/07/07","11 47 58.126","+01 30 36.9",506,0.51,0.5,-0.44,3987,11.2747836115235,"Controversial",0
"EPIC 201577035 b",0,0.085,0.3426,19.3044,14.6500556822418,0.31,162.771536044546,21.7904160625187,172.489913508124,63.5254113960257,382.83797199841,2.78656038730058,"transit",2015,"16/03/07","11 28 29.27","+01 41 26.29",271,0.92,0.98,-0.07,5620,4.0021468252566,"Confirmed planets",0
"EPIC 201596316 b",0,10.485331109852,0.695,39.93767,0.2257,0.137730759513887,175.314717380574,256.179150318444,-15.4117999432951,23.5824986507071,734,1.40865734419752,"transit",2015,"15/07/07","11 16 10.08","+01 59 12.62",2019,1.35,5.15,-0.12,5433,12.770524618535,"Confirmed planets",0
"EPIC 201613023 b",0,8.69235747113967,0.214,8.28212,0.0802,0.282167620363771,283.944616926808,158.786220671382,190.472014122444,66.4021872873027,1003,1.06618906360326,"transit",2015,"15/07/07","11 32 46.089","+02 14 41.58",294,1.01,1.01,0.03,5800,3.61395986994119,"Confirmed planets",0
"EPIC 201617985 b",0,-1.05112354808308,0.164,7.28161,0.0586,0.149341290207687,167.343411255088,249.820160075563,140.829855773616,87.3056467734519,518,1.01797471579696,"transit",2015,"15/07/07","11 57 57.998","+02 19 17.31",111,0.52,0.49,-0.08,3742,9.64845977877163,"Controversial",0
"EPIC 201629650 b",2,1.29549632879448,0.174,39.91488,0.2114,-0.0698243747528187,-70.556351000648,275.186681069044,-101.659652767647,79.9607401336937,511,4.1002380277068,"transit",2015,"15/07/07","11 20 37.327","+02 30 09.71",290,0.8,0.78,-0.54,5698,18.4385649686923,"Confirmed planets, Planets in binary systems, S-type",0
"EPIC 201635569 b",0,-6.94707604322686,0.443,8.36802,0.0627,-0.00026400167859017,196.546589002169,99.0118252940796,147.272811067623,108.049275105857,488,1.34222726974477,"transit",2015,"15/07/07","11 52 13.686","+02 35 39.28",219,0.47,0.45,-0.37,3789,3.77755749449732,"Confirmed planets",0
"EPIC 201637175 b",2,-3.89224313866634,-0.323084877955199,0.381071,0.0088,0.418078877327962,17.2480864552231,370.790064707198,109.688585988046,100.817369972262,-35.3435640283591,3.08551300795101,"transit",2015,"15/05/03","11 17 55.856","+02 37 06.79",225,0.6,0.57,0.03,3830,10.5057825385004,"Confirmed planets, Planets in binary systems, S-type",0
"EPIC 201702477 b",2,-7.70277943476521,0.67,40.7362,0.2205,0.180165743661627,62.6153297824407,365.827719807612,-27.2749746120584,99.7618008937329,529,1.38468181991531,"transit",2015,"15/07/07","11 40 57.791","+03 40 53.7",673,0.87,0.85,-0.26,5618,5.28058227639631,"Controversial, Planets in binary systems, S-type",0
"EPIC 201713348 b",0,6.80042010715821,0.118,1.42266,0.023,0.44350092935309,152.669458780448,156.285041829172,144.046918757719,87.75,390.114306894393,-0.378677907304171,"transit",2015,"15/12/06","11 17 47.78","+03 51 59.0",-565.066122528401,0.8,0.74,-0.03,4924,14.4106165662858,"Confirmed planets",0
"EPIC 201713348 c",0,-10.8184172609755,0.25,5.34059,0.0555,0.415257223269118,18.2644097692721,251.752263890339,66.8130778842751,88.33,-20.8157847527976,1.71858022824824,"transit",2015,"15/12/06","11 17 47.78","+03 51 59.0",1376.4510918577,0.8,0.74,-0.03,4924,-3.53958495719538,"Confirmed planets",0
"EPIC 201736247 b",0,-0.286799746526017,0.228,11.8104,0.091,0.141065109795243,69.1248404250225,270.313869055432,2.79056924069285,94.8509353384856,676,1.67301999508955,"transit",2015,"15/07/07","11 52 26.591","+04 15 17.09",437,0.72,0.68,-0.46,5131,4.61754103422364,"Confirmed planets",0
"EPIC 201754305 b",0,-4.71403388848023,0.18,7.6188,0.0667,0.0331023032193136,91.9896154775937,203.756254154477,108.085604790829,87.97,384.747594930809,0.235266094022782,"transit",2015,"15/12/06","11 40 23.342","+04 33 26.42",324,0.68,0.66,-0.33,4742,3.72697237757886,"Confirmed planets",0
"EPIC 201754305 c",0,14.8478956977873,0.227,19.07863,0.1229,0.142590524323805,-160.772339151688,308.355225069875,-26.0348188868979,87.83,365.889624084259,2.51320349718342,"transit",2015,"15/12/06","11 40 23.342","+04 33 26.42",324,0.68,0.66,-0.33,4742,11.2204054405017,"Confirmed planets",0
"EPIC 201828749 b",2,-7.081124291031,0.353,33.51569,0.1875,0.00589499929399376,127.201359022113,153.281674475798,-11.7809598970187,87.5462694214593,613,3.50766243589573,"transit",2015,"15/07/07","11 42 37.042","+05 53 39.56",146,0.74,0.71,-0.69,5552,9.05130857940496,"Controversial, Planets in binary systems, S-type",0
"EPIC 201855371 b",0,-9.62920337999925,0.205,17.96753,0.119,0.0697716886478701,-1.18474581786691,269.38515134454,118.46875187717,80.5287199938131,487,1.17092153641797,"transit",2015,"15/07/07","11 53 19.146","+06 24 44.14",134,0.71,0.66,0.15,4320,5.69786571293132,"Confirmed planets",0
"EPIC 201912552 b",0,-12.1385006379782,0.206,32.94488,0.1491,0.187461676644358,291.653471469234,-2.16671978841714,248.99919843331,80.7202122704801,272,1.8615977879997,"transit",2015,"15/07/07","11 30 14.511","+07 35 18.21",34,0.413,0.394,0.09,3503,3.42538151592839,"Confirmed planets",1
"EPIC 203771098 b",0,0.066,0.52,20.88508,0.1542,0.17482703591741,235.402693141064,111.187184640632,295.275892742856,88.95,858.47808309115,0.829303289522599,"transit",2015,"15/12/06","16 10 17.69","-24 59 25.19",181,1.12,1.21,0.42,5743,-0.044819889033298,"Confirmed planets",0
"EPIC 203771098 c",0,0.085,0.723,42.36342,0.2471,0.557238313710799,-15.8195663797318,316.320720606764,82.6201609756686,89.43,631.371716369389,2.61868218420309,"transit",2015,"15/12/06","16 10 17.69","-24 59 25.19",181,1.12,1.21,0.42,5743,4.01080818739811,"Confirmed planets",0
"EPIC 203826436 b",0,11.6747233596951,0.144,4.44117,0.0511,0.345953498401239,210.258894403067,290.49184840855,107.168176980051,87.28,1229.06807389263,3.16691649237641,"transit",2015,"15/12/06","16 13 48.24","-24 47 13.4",670.033888627955,0.9,0.85,-0.03,5413,6.3308301465789,"Confirmed planets",0
"EPIC 203826436 c",0,-2.21658630555231,0.245,6.42904,0.0654,0.470895560749562,161.032370177077,310.674419157364,99.9739378973925,87.37,751.077719954084,1.50299095700567,"transit",2015,"15/12/06","16 13 48.24","-24 47 13.4",-84.0248304228716,0.9,0.85,-0.03,5413,5.81903216511494,"Confirmed planets",0
"EPIC 203826436 d",0,-8.1643753912195,0.244,14.09189,0.1103,0.17664562078217,215.012049164779,140.625625931868,168.164119531876,88.34,445.569363400052,2.08117734229351,"transit",2015,"15/12/06","16 13 48.24","-24 47 13.4",-241.401507754281,0.9,0.85,-0.03,5413,5.48386755143479,"Confirmed planets",0
"EPIC 204129699 b",0,1.774,0.612633739772391,1.25785,0.022,0,10.8083850229777,433.786881372682,14.5722566739606,83.7008209739238,1319.64813228816,1.74877225649391,"transit",2015,"15/11/15","16 21 48.801","-23 32 52.32",1891.95435710196,0.91,0.78,0.08,5280,-0.329368311556985,"Confirmed planets",0
"EPIC 204221263 b",0,0.0378,0.138,4.01593,0.0506,0.295397865587124,284.308420255227,5.36267527688912,331.616155804189,87.28,319.521379918469,0.302020092894234,"transit",2015,"15/12/06","16 00 08.06","-23 11 21.4",-67.19194706318,1.07,1.1,0.28,5757,0.275156000394914,"Confirmed planets",0
"EPIC 204221263 c",0,0.031,0.216,10.56103,0.0964,0.379960808041215,267.549436718508,-18.4538532155598,270.970010909588,88.61,214.69159584131,1.7394288511377,"transit",2015,"15/12/06","16 00 08.06","-23 11 21.4",-91.9089208571767,1.07,1.1,0.28,5757,8.70357557940916,"Confirmed planets",0
"EPIC 205071984 b",0,20.5034100976208,0.48,8.99218,0.0808,0.303758376664736,150.712036686211,142.370168067749,95.7247414246047,89,1321.18613407186,0.45774436132512,"transit",2015,"15/12/06","16 49 42.26","-19 32 34.2",231.18100661045,0.87,0.87,0,5315,13.6321966219795,"Confirmed planets",0
"EPIC 205071984 c",0,10.4526837129869,0.31,20.65614,0.1873,0.0634268174368493,101.668632307758,344.491390033819,90.7933699683965,88.23,1282.77843901754,2.41495167231134,"transit",2015,"15/12/06","16 49 42.26","-19 32 34.2",784.753009437321,0.87,0.87,0,5315,3.65793359225518,"Confirmed planets",0
"EPIC 205071984 d",0,5.57779785849647,0.335,31.71922,0.1873,0.187690044797993,190.957347275016,266.982696749151,61.5089198663951,88.4,911.861637391313,1.13696720889319,"transit",2015,"15/12/06","16 49 42.26","-19 32 34.2",1123.61155546039,0.87,0.87,0,5315,11.0899128215437,"Confirmed planets",0
"EPIC 206011691 b",0,-9.84180873382383,0.142,9.32414,0.0731,0.140736592408877,132.046319909936,174.317989851666,159.067490307545,88.3,478.325949175086,1.57692471288981,"transit",2015,"15/07/31","22 41 12.89","-14 29 20.35",65,0.64,0.6,-0.11,4043,5.13407866627539,"Confirmed planets",0
"EPIC 206011691 c",0,2.45986320430432,0.171,15.5012,0.1026,0.21532356856116,237.862905162089,181.021661851335,239.17019029593,89.08,645.77851538862,0.538598778426058,"transit",2015,"15/07/31","22 41 12.89","-14 29 20.35",65,0.64,0.6,-0.11,4043,-0.0505577367894432,"Confirmed planets",0
"EPIC 206318379 b",0,0.786415020604761,0.212,2.26041,0.0216,0,-190.052814252024,199.865965516419,184.668499514316,89.14,315.438558725601,3.33058773189024,"transit",2015,"16/03/07","22 22 29.85","-07 57 19.3",53,0.264,0.293,0.31,3214,8.26579502066591,"Confirmed planets",0
"EPIC 210363145 b",0,5.32616576285806,0.2096,8.1998,12.1285934572578,0.14,303.626151080824,69.8723221541372,382.674897331297,88.7,819.035865075516,1.18075754528171,"transit",2016,"16/06/21","03 40 54.82","+12 34 21.4",125,0.8,0.76,0.29,4970,0.7,"Confirmed planets",0
"EPIC 210490365 b",0,-0.619398934969714,0.306,3.484552,-16.4195464094921,0.27,62.1,220.451678564301,127.685570756086,88.32,592.09351549332,1.66859137563071,"transit",2015,"15/12/06","04 13 05.61","+15 14 52.00",45.7,0.294,0.295,0.15,3180,4.57462059088341,"Confirmed planets, Planets in open clusters",1
"EPIC 211391664 b",0,0.101,0.38,10.13675,0.0943,0.394081915936574,-37.5160722655391,394.252493219222,-62.4955104026814,89,536.923316398574,1.64151286395126,"transit",2016,"16/08/04","08 25 57","+11 30 40",435,1.074,1.311,-0.2,6120,5.2,"Confirmed planets",0
"EPIC 211822797 b",0,8.42681829185531,0.2,21.169619,0.551084754673909,0.18,-27.5003127228464,187.559172051321,155.733773240666,89.5,212.664119895772,2.90680450521205,"",2016,"16/09/07","08 41 38","+17 38 24",1143.8152480145,0.61,0.59,0.0401722592679262,3880,0.8,"Confirmed planets",0
"EPIC 211913977 b",0,-10.5675851355151,0.18,14.677286,-19.8036877422753,0.1,154.070076786707,236.122062704259,184.354767225328,89.4,728.681613049542,0.935377839223577,"",2016,"16/09/07","08 41 23","+18 56 02",-750.694895697567,0.8,0.73,-0.00153665463689203,4819,0.8,"Confirmed planets",0
"EPIC 211916756 b",0,-8.98806541052504,0.33,10.135091,0.0653,0.16,119.264091878787,267.546172100965,120.110603946533,89.4,541.264054638564,2.64831709680089,"",2016,"16/12/11","08 37 27","+18 58 36",545.772371375688,0.43,0.44,-0.230705508816387,3410,0.8,"Confirmed planets",0
"EPIC 211969807 b",0,-31.8431389769139,0.17,1.97419,1.38837594923418,0.18,214.335325569578,90.7293956671517,220.457582125363,88,-78.9369850089113,0.680954028422253,"",2016,"16/09/07","08 38 33","+19 46 26",187.678110645712,0.51,0.48,0.0326623579208528,3660,0.8,"Confirmed planets",0
"EPIC 211970147 b",0,-18.1367966347564,0.12,9.915615,1.52324385331751,0.1,45.4580991375322,315.136853302292,24.9929646315818,89,111.482444566932,1.22871926465215,"",2016,"16/09/07","08 40 13","+19 46 44",2025.54642210789,0.77,0.71,-0.0619751179870814,4695,0.8,"Confirmed planets",0
"EPIC 211990866 b",0,-10.3414538379106,0.31,1.673916,-5.36720368144408,0.24,251.461039496926,198.339652435305,204.880674935245,85.1,1077.82059747554,2.24036744477522,"",2016,"16/09/07","08 38 24","+20 06 22",-879.839020934297,1.18,1.19,0.119172886088966,6120,0.8,"Confirmed planets",0
